IncidentID,IncidentDate,BearsObservedID,CaseNumber,IncidentDescription
2672,17-May-14,-1,2014051765,"Campsite 225 in Housekeeping camp left out two coolers and they were obtained by an unknown bear, they said it had a tag. The campers were verbally warned by Law Enforcement on multiple occasions due to noise, large fire, and a messy camp."
2594,18-May-14,-1,2014061804,Bear heard sniffing near our tent. I saw and yelled at the bear and it ran away. Later I heard a lot of banging sounds in another part of camp. Another camper said that at 14:00 a bear broke into someone's improperly stored food and ate it all. Camper did
2598,19-May-14,-1,2014062207,Bear took a backpack and ate a pack of Welch's Fruit snacks. We scared the bear off with noise.
2669,23-May-14,-1,2014250513,"Visitors were eating their food when white 5 started to approach them. They then put the majority of their food in their locker, leaving some behind. They became very frightened and claimed the bear was being aggressive. They got into their cars and watch"
2671,23-May-14,-1,2014052512,The bear entered the tent and grabbed a backpack containing no food. The visitor deployed bear spray at the bear. We chased the bear out of Housekeeping all the way to the Curry Dorms. The visitor then went to the bathroom and exposed his genitals and the
2599,24-May-14,-1,2014062206,Bear came in camp 4 or 5 times. We screamed at him and he went away and visited other camp sites in the area. Bear obtained lasagna.
2688,25-May-14,-1,2014052516,"Tracked 3132 with telemetry, and found her in back of lower pines with food item in mouth, 871 fired 2 hazing rounds, dropped food (package of lunchmeat) and ran away as wildlife chased out of campground"
2689,25-May-14,-1,2014052515,"Bear alarm went off in Lower Pines, we found W5 with telemetry outside of camp making noise, no visual, found shredded garbage in camp and shredded backpack with food items just outside camp, campers had food under a tarp that bear found and pulled the 2 "
2673,25-May-14,-1,2014052506,"White 5 (3132) was followed by telemetry by wildlife in housekeeping. She managed to rip open the bottom of a backpack that contained minimal food items; a baggy with peanuts that visitors said was empty, and a small bag of almonds that was mostly gone. S"
2602,26-May-14,-1,2014052679,Visitors reported bear obtaining food from a neighboring picnic table after the bear approached some people and scared them off their food. Visitors showed pictures of bear 3131 eating a plate of food from the table.
2584,26-May-14,0,2014052643,"Locker found by campground ranger open with food pulled out, eaten, and torn up. Small footprints unidentified at site. Visitors one site away did not hear the bear. Pictures of footprints were taken. May have been bear 3132 and another animal followed af"
2581,26-May-14,0,2014052642,"Baby clothes, a camera, water bottle, and sunscreen were found strewn about across the road in North Pines. An apple was shredded. Pack was found damaged."
2582,26-May-14,0,2014052641,"Trash was ripped up, attractants were filling the site, there was food in the fire, bug spray, soap, etc. Visitor claimed trash belonged to someone else, but other attractants were present."
2580,26-May-14,0,2014052603,Wildlife units were tracking a bear and found a pack and a trail of nuts and empty plastic bag on ground nearby. There was a small tear in front of the pack.
2578,27-May-14,-1,2014052827,"Bear damaged three backpacks (2 day packs, 1 backpacking pack) during the night. Visitor observed bear and scared it off. Bear dragged packs away from tent. All food and scented items were stored in locker according to visitor. Inside packs were only napk"
2628,28-May-14,-1,2014060220,"Bear walked into campsite, grabbed pack from 10-15 feet away. Visitors chased bear and retrieved pack, carrots, snap peas, granola bars"
2585,29-May-14,-1,2014052903,The bear ate an unknown amount out of an 8 oz. bag of chocolate pomegranate. The visitor couldn't remember how much was left. They were cited by Hotel 41 and 11. We chased the bear across the road.
2664,31-May-14,0,2014061476,Sometime between 5/31 and 6/5 a bear ripped in to an unoccupied tent belonging to Visitor Use and Social Science. No food or attractants were inside the tent. This incident might have been reported by Victor 26 Ian Rippetoe as well.
2579,31-May-14,-1,2014060317,Larger bear. Visitor was unable to see color of bear because it was dark. Bear took a hydration pack which contained a camera. The camera was apparently lost or destroyed by the bear. The bear ate a few granola bars which belonged to another camper.
2603,31-May-14,-1,2014053102,The visitors left granola bars and sunscreen in a pouch of a camp chair. The bear ripped the chair and ate one granola bar. We chased her across the river.
2612,01-Jun-14,-1,2014060318,Bear bluff charged.
2604,01-Jun-14,-1,2014060156,"Eating food at picnic table, bear walked into site. Visitors attempted to scare it off by clapping, but bear ran off with pack. When bear team arrived she bluff charged. Paintballed but continued to circle campsite. Bear 3131 was extremely persistent, oth"
2666,02-Jun-14,0,2014061207,"Tuolumne SAR member staying in Yellow Pines had their rain fly ripped by a bear. There was no food, trash, or scented items in the tent. The rip was about 12 inches long."
2667,02-Jun-14,0,2014061206,Sometime during the night a bear ripped an approximately 6 inch hole in the tent. There were 5 gashes in approximately the same configuration as claws. There was also a water cooler knocked over. The visitors saw and heard nothing. There was no food in th
2605,02-Jun-14,-1,2014060417,Bear 3131 observed bluff charging by guest who reported to hotel staff. Wildlife units saw 3131 in lot near additional hotel staff who reported more bluff charging.
2629,04-Jun-14,-1,2014061583,Locker not fully latched. Bear got a bag of popcorn and some trail mix. People did not chase bear.
2611,05-Jun-14,-1,2014060782,"People were yelling and waving arms at the bear. Bear lunged 3 times while man was blowing his whistle, then lunged at a man who was clapping. Other bluff charges were probably purple 2 (bear 3131)."
2606,05-Jun-14,-1,2014060501,The visitor left food out in his backpack and forgot to put it in the canister. The bear dragged off the pack while some other visitors yelled. The top brain portion of the pack was ripped. The bear ate a couple packages of pasta and bit some soap. I reco
2621,06-Jun-14,-1,2014062916,Message from Bear Hotline saying at noon she saw a bear with a tag #2 that stole a backpack from a campsite and swam across the river with it. Wildlife crew responded around 14:30 and nobody there knew anything about the incident and bear 3131 (Purple 2) 
2595,06-Jun-14,0,2014061805,"A lady told me that she talked to a woman during breakfast this morning at Curry that a bear stole a pack from their campsite this morning before breakfast. She didn’t know anything else about the incident, although she said that they reported the inciden"
2616,06-Jun-14,-1,2014060604,Bear came into camp/tent cabin and took backpack with lunch in it. Visitor was standing 10 feet away.
2587,06-Jun-14,-1,2014042601,"We found the bear eating out of a plastic bin full of food. The bear ate an entire, very large package of rolls. The food had been accidentally left out. The whole package contained 2160 calories."
2608,07-Jun-14,-1,2014060817,"While we were impounding food from swinging bridge picnic area, visitors claimed there was a bear nearby, towards the 4-Mile trailhead. I then grabbed the shotgun and Jess (879) grabbed the telemetry. As we walked towards the bathroom of swinging bridge, "
2592,08-Jun-14,-1,2014061802,Scout group came late. They were sloppy and left pack out with possible food in it. Hazed bear with voice. Third hand report to NPS. Possibly obtained food.
2583,08-Jun-14,-1,2014060804,Found bear eating a bag of apples while spotlighting in response to an alarm. Unknown source of food. Questioned.
2593,09-Jun-14,-1,2014061803,A bear ate a melon that was left out. It walked off across the bridge to North Pines. 2nd hand report.
2631,09-Jun-14,-1,2014061582,"second hand report from victor 31 that 3132 obtained food from a small stuff sack with granola bars in it. Visitors heard a noise, shined their flashlights and clearly saw tag white 5 as the bear was eating their food. Bear took sack and ran across the ro"
