IncidentID,IncidentDate,IncidentTime,Location,LocationDetail,Subdistrict,BlameFactorDesc,IncidentDescription,PropertyTypeID,DamageAmount
2343,2012-08-23,22:30:00,Tuolumne Campground,A19,Tuolumne Meadows,Improper food storage,Visitors were about 20ft from improperly latched locker. Bear finished off half of a family size (large) bag of peanut butter m&m's.,18,5
2344,2012-08-24,20:30:00,Tuolumne Campground,Group camp site D,Tuolumne Meadows,Visitors afraid of bear,"Campers were sitting at the picnic table and saw the bear approaching. They stood up, backed away about 5 ft. and started yelling and banging pots etc. The bear approached, grabbed a bag of Funions and then ran away. The bear came back about 5mins later, but this time they scared her off before she got any nor food.",18,5
2345,2012-08-24,,Foresta - Residential,6471 Foresta Rd.,Big Oak Flat,Food Conditioned Behavior,"Bear entered house through glass window. Incident happened between 18:00 on 8/23/12 and 16:00 on 8/24/12. Bear got into freezer and took out salmon, but did not eat it. Bear got into cabinet and got chips and crackers and ate several peaches. Damage was done to glass window and bear broke glass to get into window. Blinds of window ere destroyed and another window frame was bent out of place. Inside the house the cabinet was splintered where the bear gained entry. Owners were not home at the time of the incident. This is the 3rd time the bear has visited this house, but this is the most escalated event. Owner will send pictures of house pre-clean-up to 875. Unknown which bear caused incident, but bear #3899 was seen several hours after the incident near the home.",15,400
2345,2012-08-24,,Foresta - Residential,6471 Foresta Rd.,Big Oak Flat,Food Conditioned Behavior,"Bear entered house through glass window. Incident happened between 18:00 on 8/23/12 and 16:00 on 8/24/12. Bear got into freezer and took out salmon, but did not eat it. Bear got into cabinet and got chips and crackers and ate several peaches. Damage was done to glass window and bear broke glass to get into window. Blinds of window ere destroyed and another window frame was bent out of place. Inside the house the cabinet was splintered where the bear gained entry. Owners were not home at the time of the incident. This is the 3rd time the bear has visited this house, but this is the most escalated event. Owner will send pictures of house pre-clean-up to 875. Unknown which bear caused incident, but bear #3899 was seen several hours after the incident near the home.",18,30
2346,2012-08-09,22:00:00,Tuolumne Campground,B loop,Tuolumne Meadows,Unknown,Second hand report. Visitors in site B32 chased the bear off a large bag of M&M's in a canvas bag. The food did not come from their site. The bear was difficult to chase off and came back multiple times.,18,5
2347,2012-08-17,20:35:00,Tuolumne Campground,C3,Tuolumne Meadows,Improper food storage,"Visitors were at picnic table 5-6 ft. from bear locker, on top of which some food had been left. Visitors saw bear as it grabbed a full bag of crackers from atop the locker; they started yelling just as L. Fannucchi and I arrived, yelled and chased the bear. The bear treed and dropped the bag of crackers, which was ripped open, but still full. We do not believe the bear got any food.",18,5
2348,2012-08-18,21:00:00,Tuolumne Campground,Group camp F,Tuolumne Meadows,Walked away for short time,The visitor had some small food items in a pack left next to the tent and was 10-15ft away. The bear gabbed the pack and ran. The food contents spilled out of the open pack and the bear did not eat the food. The pack was recovered by 881 and 874 slightly damaged. There was also a pair of rain pants in the pack that were not recovered.,12,15
2349,2012-08-22,15:00:00,Cathedral Beach Picnic Area,,Yosemite Valley,Walked away for short time,"Arrived at Cathedral Beach to find 3516 standing about 30 yards from some picnickers. I yelled and he did not move. I shot him with a rubber slug and he ran away. The first party said the bear approached their picnic and ran away when yelled at. The bear then went down to the beach and the visitors abandoned their food. The bear ate at least 3 sandwiches and left teeth marks in a plastic container. According to others in the area. The ""victims"" had left by the time I responded.",18,15
2350,2012-08-20,21:00:00,Upper Pines Campground,site 112,Yosemite Valley,Food Conditioned Behavior,"While unloading food from car, the bear approached and took 2 packs of hot dog buns from the food locker while the visitor's back was turned. 1 bag was dropped. The visitor was approximately 3ft from the locker. Bear described as black and untagged.",18,10
2351,2012-08-19,22:45:00,Upper Pines Campground,site 81,Yosemite Valley,Improper food storage,Group was sitting around campfire with food left out. Y31 took 2 loaves of bread off the picnic table.,18,15
2352,2012-08-19,23:15:00,Tuolumne Campground,C 45,Tuolumne Meadows,Walked away for short time,Obtained big Costco carton of goldfish. Was eating when visitor attempted to chase her off. She did not respond. LE was able to chase her off and she dropped the food. Visitors were about 20 feet from goldfish when the bear got to it. They got close to the bear to try to scare her off with no success.,18,5
2353,2012-08-22,,Foresta - Residential,113979 Old Coulterville Rd.,Big Oak Flat,Improper food storage,"1 of 3 break-ins that occurred at this residence on this date. Resident returned home to find that a bear had broken in through the screen of an open window. The bear had gotten out most of the food from the refrigerator and the freezer. Non-consumed food from the freezer was still frozen, indication to the resident that, although the break-in occurred some time before 09:30am, it probably occurred close to this time, due to the condition of the frozen food. The resident closed the window that had been the entry point for the bear, but did not secure the remaining windows. The resident left the house and later 2 more break-ins occurred.",18,100
2353,2012-08-22,,Foresta - Residential,113979 Old Coulterville Rd.,Big Oak Flat,Improper food storage,"1 of 3 break-ins that occurred at this residence on this date. Resident returned home to find that a bear had broken in through the screen of an open window. The bear had gotten out most of the food from the refrigerator and the freezer. Non-consumed food from the freezer was still frozen, indication to the resident that, although the break-in occurred some time before 09:30am, it probably occurred close to this time, due to the condition of the frozen food. The resident closed the window that had been the entry point for the bear, but did not secure the remaining windows. The resident left the house and later 2 more break-ins occurred.",15,50
2353,2012-08-22,,Foresta - Residential,113979 Old Coulterville Rd.,Big Oak Flat,Improper food storage,"1 of 3 break-ins that occurred at this residence on this date. Resident returned home to find that a bear had broken in through the screen of an open window. The bear had gotten out most of the food from the refrigerator and the freezer. Non-consumed food from the freezer was still frozen, indication to the resident that, although the break-in occurred some time before 09:30am, it probably occurred close to this time, due to the condition of the frozen food. The resident closed the window that had been the entry point for the bear, but did not secure the remaining windows. The resident left the house and later 2 more break-ins occurred.",19,110
2357,2012-08-13,22:30:00,Lyell Canyon,Junction with Evelyn Lake trail,Wilderness,Improper food storage,"Approx. 2 oz. package of crackers was accidently left in pack; crackers were hidden by clothes, and therefore were not found when loading the bear canister. All other food was in the canister; bear tore hole in pack and got the crackers. We scared off bear by yelling. Model of container: Garcia. No problems with the container.",12,120
2358,2012-08-29,,Curry Village,#681,Yosemite Valley,Unknown,"Bear 3251 and her cub were observed by DNC employees attempting to gain entry to a Bear Vault 450 and a food locker that was properly locked. She was unsuccessful in opening either. According to the witness, she was causing the bear locker to shake. The DNC witness eventually got her to leave and she walked away and into the closed rock-slide area where later R. Leahy hazed her with several shotgun rounds.",19,5
2359,2012-08-26,21:30:00,Lyell Canyon,1 mile south of Evelyn junction,Wilderness,Improper food storage,Two separate camp raids occurred. One was at 21:30 during which the bear attacked our Kevlar bear bags. Loud noises and lights did not deter the bear. The second raid occurred at 02:00 at our new campsite with new people. Food was hung and the bears got it all. Noises and lights did nothing. The bears were very aggressive and unafraid of humans. (Victims were using Ursack).,18,250
2359,2012-08-26,21:30:00,Lyell Canyon,1 mile south of Evelyn junction,Wilderness,Improper food storage,Two separate camp raids occurred. One was at 21:30 during which the bear attacked our Kevlar bear bags. Loud noises and lights did not deter the bear. The second raid occurred at 02:00 at our new campsite with new people. Food was hung and the bears got it all. Noises and lights did nothing. The bears were very aggressive and unafraid of humans. (Victims were using Ursack).,13,150
